"id","city","country_id/id","email","facebook","partner_latitude","date_localization","partner_longitude","industry_ids/id","industry_family_ids/id","is_company","linkedin","name","phone","state_id/id","street","street2","twitter","website","wikipedia","zip"
"studio_1777","Santa Monica","base.us","info@bigblockla.com","","34.02146","2015-05-08","-118.49587","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Big Block ","","","631 Wilshire Boulevard","","","http://www.bigblockla.com/","","90401"
"studio_983","Lyon","base.fr","contact@bigcompany.fr","","45.76821","2015-05-08","4.84897","res_partner_industry.broadcast_media,res_partner_industry.design","res_partner_industry.med","True","","Big Company ","","","90 Rue Boileau","","","http://www.bigcompany.fr","","69006"
"studio_1581","Seattle","base.us","mediarelations@bigfishgames.com","","47.62081","2015-05-08","-122.36173","res_partner_industry.computer_games","res_partner_industry.med","True","","Big Fish Games Inc. ","","","333 Elliott Avenue West","","","http://bigfishgames.com","","98119"
"studio_634","Fitzroy","base.au","bigkidz@bigkidz.com.au","","-37.79818","2015-05-08","144.98097","res_partner_industry.animation,res_partner_industry.broadcast_media","res_partner_industry.med","True","","BigKidz Entertainment ","","","316 Napier Street","","","http://www.bigkidz.com.au","","3065"
"studio_1460","Barcelona","base.es","info@biglazyrobot.com","","41.40196","2015-05-08","2.21107","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Big Lazy Robot ","","","1 Carrer de Bac de Roda","","","http://www.biglazyrobot.com/","","08005"
"studio_609","New York","base.us","plymptoons@aol.com","","40.74655","2015-05-08","-73.99298","res_partner_industry.animation,res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bill Plympton ","","","153 West 27th Street","","","http://www.plymptoons.com/","","10001"
"studio_1364","Bangkok","base.th","bincvfx@bincvfx.com","","13.73931","2015-05-08","100.57784","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Binc bkk vfx ","","","Soi Sukhumvit 49/11","","","http://bincvfx.com","","10110"
"studio_1758","Caracas","base.ve","info@biotastudios.com","","10.45492","2015-05-08","-66.87499","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Biota Studios ","","","Avenida Rio de Oro","","","http://www.biotastudios.com","","1080"
"studio_1384","Edmonton","base.ca","contact@bioware.com","","53.48202","2015-05-08","-113.49443","res_partner_industry.computer_games","res_partner_industry.med","True","","Bioware ","","","4445 Calgary Trail","","","http://www.bioware.com","","T6H 4J8"
"studio_1524","Austin","base.us","","","30.39961","2015-05-08","-97.72347","res_partner_industry.computer_games","res_partner_industry.med","True","","BioWare Austin LLC, ","","","3100 Esperanza Crossing","","","http://www.bioware.com/careers/austin","","78758"
"studio_1511","Prague","base.cz","info@bitmachine.cz","","50.08109","2015-05-08","14.42221","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","bitmachine ","","","19 Jungmannova","","","http://www.bitmachine.cz/","","110 00"
"studio_1770","Mannheim","base.de","ak@blackframefilms.de","","49.47304","2015-05-08","8.47441","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BLACK FRAME FILMS ","","","1 Julius-Hatry-Straße","","","http://www.blackframefilms.de","","68163"
"studio_612","Cape Town","base.za","info@blackginger.tv","","-33.92632","2015-05-08","18.41166","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BlackGinger ","","","60 New Church Street","","","http://www.blackginger.tv","","8001"
"studio_19","Mons","base.be","info@blacklens.be","","50.43827","2015-05-08","3.96147","res_partner_industry.design","res_partner_industry.med","True","","Blacklens Studio ","","","34 Rue de la Cascade","","","http://www.blacklens.be","","7022"
"studio_863","Paris","base.fr","matthieu@blackmeal.com","","48.86832","2015-05-08","2.35613","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blackmeal ","","","65 Rue Meslay","","","http://www.blackmeal.com/","","75003"
"studio_92","Phoenix","base.us","louise@bladecuts.com","","33.48374","2015-05-08","-112.07346","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BLADE ","","","3033 North Central Avenue","","","http://www.bladecuts.com","","85012"
"studio_1596","Montreal","base.ca","info@blast-media.com","","45.53075","2015-05-08","-73.55853","res_partner_industry.broadcast_media,res_partner_industry.entertainment","res_partner_industry.med","True","","BLAST media ","","","2205 Rue Parthenais","","","http://blast-media.com","","H2K 3T3"
"studio_165","Santa Monica","base.us","dave@blind.com","","34.02201","2015-05-08","-118.47721","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BLIND ","","","1702 Olympic Boulevard","","","http://blind.com","","90404"
"studio_1672","Newton","base.us","info@blindsquirreldigital.com","","35.66347","2015-05-08","-81.22239","res_partner_industry.animation,res_partner_industry.computer_games,res_partner_industry.computer_software,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blind Squirrel Digital ","","","22 North Main Avenue","","","http://www.blindsquirreldigital.com","","28658"
"studio_866","Vancouver","base.ca","info@goblink.com","","49.28299","2015-05-08","-123.11027","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Blink ","","","319 West Hastings Street","","","http://www.blinkmediaworks.com/","","V6B 1H6"
"studio_774","London","base.uk","info@blinkprods.com","","51.51505","2015-05-08","-0.13532","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blink Production ","","","181 Wardour Street","","","http://www.blinkprods.com/","","W1F 8WZ"
"studio_143","Royal Leamington Spa","base.uk","info@BlitzGamesStudios.com","","52.29035","2015-05-08","-1.53553","res_partner_industry.computer_games","res_partner_industry.med","True","","Blitz Games Studios ","","","Parade","","","http://www.blitzgamesstudios.com/","","CV32"
"studio_1476","Irvine","base.us","","","33.65783","2015-05-08","-117.76745","res_partner_industry.animation,res_partner_industry.computer_games,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blizzard Entertainment ","","","16215 Alton Parkway","","","http://www.blizzard.com","","92618"
"studio_1194","Pantin","base.fr","contact@bloodybird.com","","48.89979","2015-05-08","2.39548","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bloody Bird ","","","24 Rue Davoust","","","http://www.bloodybird.com/","","93500"
"studio_1215","Barcelona","base.es","info@bloompixstudios.com","","41.38181","2015-05-08","2.16278","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_games,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BloomPix Studios ","","","143 Carrer de Floridablanca","","","http://www.bloompixstudios.com","","08011"
"studio_1803","Middlesbrough","base.uk","albin@bloom-studio.com","","54.57157","2015-05-08","-1.23388","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Bloom Studio ","","","Stephenson Street","","","http://www.bloom-studio.com","","TS1"
"studio_291","London","base.uk","enquiries@blue-bolt.com","","51.51701","2015-05-08","-0.14036","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Bluebolt ","","","15 Margaret Street","","","http://blue-bolt.com","","W1W 8RW"
"studio_948","Bratislava","base.sk","","","48.15212","2015-05-08","17.20173","res_partner_industry.broadcast_media,res_partner_industry.computer_software,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BLUE FACES ","","","3 Majerska","","","http://www.bluefaces.eu","","821 07"
"studio_647","Savannah","base.us","info@bluelimestudio.com","","32.08049","2015-05-08","-81.08829","res_partner_industry.animation,res_partner_industry.design","res_partner_industry.med","True","","BlueLime Studio ","","","216 East Bay Street","","","http://www.bluelime.com","","31401"
"studio_250","Noventana","base.it","info@bluemotion.it","","45.40783","2015-05-08","11.93866","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bluemotion ","","","Viale della Navigazione Interna","","","http://www.bluemotion.it","","35027"
"studio_793","New York","base.us","info@blueroomnyc.com","","40.73903","2015-05-08","-73.99249","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blue Room ","","","7 West 18th Street","","","http://blueroomnyc.com/","","10011"
"studio_552","Aschheim","base.de","mail@blue-silver.de","","48.15208","2015-05-08","11.6818","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_software,res_partner_industry.design,res_partner_industry.entertainment,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BLUE SILVER GmbH ","","","3 Max-Planck-Straße","","","http://www.blue-silver.de","","85609"
"studio_1421","Greenwich","base.us","info@blueskystudios.com","","41.09837","2015-05-08","-73.72236","res_partner_industry.animation","res_partner_industry.med","True","","Blue Sky Studios Inc ","","","1 American Lane","","","http://www.blueskystudios.com","","06831"
"studio_676","Angouleme","base.fr","info@spirit-prod.com","","45.65301","2015-05-08","0.14684","res_partner_industry.animation,res_partner_industry.broadcast_media","res_partner_industry.med","True","","Blue Spirit Studio ","","","169 Rue de Bordeaux","","","http://www.spirit-prod.com","","16000"
"studio_331","Orem","base.us","","","40.29697","2015-05-08","-111.71779","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BluFire Studios ","","","931 West Center Street","","","http://blufirestudios.com","","84057"
"studio_873","Los Angeles","base.us","webmaster@blur.com","","33.99007","2015-05-08","-118.46185","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Blur Studio ","","","589 Venice Boulevard","","","http://www.blur.com/","","90291"
"studio_937","Paris","base.fr","contact@b-mac.fr","","48.88473","2015-05-08","2.3295","res_partner_industry.computer_software","res_partner_industry.med","True","","B-Mac ","","","15 Rue Forest","","","http://www.buf.com","","75018"
"studio_1464","Zagreb","base.hr","info@bold-studio.com","","45.80917","2015-05-08","15.98875","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bold Studio Zagreb ","","","5 Ulica kneza Višeslava","","","http://www.bold-studio.com","","10000"
"studio_580","Milano","base.it","info@bonsaininja.com","","45.4767","2015-05-08","9.16621","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bonsaininja studio ","","","7 Via Filarete","","","http://www.bonsaininja.com/","","20145"
"studio_598","Florianopolis","base.br","rodrigo@bonsi.com.br","","-27.58574","2015-05-08","-48.52421","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bonsi - Studio 3D ","","","689 Rua Lauro Linhares","","","http://bonsi.com.br/","","88036-002"
"studio_1089","Subiaco","base.au","info@boogiemonster.com.au","","-31.94743","2015-05-08","115.83468","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Boogie Monster ","","","95 Hay Street","","","http://www.boogiemonster.com.au","","6008"
"studio_174","Montreal","base.ca","info@boogiestudio.com","","45.50095","2015-05-08","-73.55532","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Boogie Studio ","","","308 Place d'Youville","","","http://www.boogiestudio.com","","H2Y 2B6"
"studio_1568","Barcelona","base.es","boolab@boolab.tv","","41.3961","2015-05-08","2.19886","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Boolab ","","","38 Carrer de Badajoz","","","http://www.boolab.tv/","","08005"
"studio_1005","Zagreb","base.hr","info@boonar.com","","45.78772","2015-05-08","15.95635","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_games,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Boonar ","","","23 Veslacka ulica","","","http://boonar.com/","","10000"
"studio_226","Montevideo","base.uy","pablito@bopostboutique.com","","-34.91517","2015-05-08","-56.16252","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BoPost Boutique ","","","Bulevar General Artigas","","","http://www.bopostboutique.com","","11300"
"studio_978","Kiruna","base.se","info@bortbyting.com","","67.85257","2015-05-08","20.24317","res_partner_industry.animation,res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bortbyting ","","","58 Adolf Hedinsvagen","","","http://www.bortbyting.com","","98133"
"studio_94","Chennai","base.in","contact@botvfx.com","","13.04464","2015-05-08","80.26688","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BOT VFX ","","","Doctor Radha Krishnan Salai","","","http://www.botvfx.com/","","600004"
"studio_66","Alpharetta","base.us","hetal@botvfx.com","","33.99798","2015-05-08","-84.28341","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BOTVFX ","","","2660 Holcomb Bridge Road","","","http://botvfx.com","","30022"
"studio_449","Milano","base.it","studio@studiobozzetto.com","","45.48804","2015-05-08","9.19901","res_partner_industry.animation","res_partner_industry.med","True","","Bozzetto Studio ","","","55 Via Melchiorre Gioia","","","http://www.studiobozzetto.com/","","20124"
"studio_1844","Riyadh","base.sa","info@brainimation.com","","24.7323","2015-05-08","46.83552","res_partner_industry.broadcast_media","res_partner_industry.med","True","","BRAINIMATION ","","","11391 As Saudi","","","http://www.brainimation.com","","14243"
"studio_1004","Los Angeles","base.us","info@brainzoostudios.com","","34.20873","2015-05-08","-118.49268","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_games","res_partner_industry.med","True","","Brain Zoo Studios ","","","16509 Saticoy Street","","","http://www.brainzoostudios.com","","91406"
"studio_247","New York","base.us","","","40.72488","2015-05-08","-74.00619","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Brand New School ","","","121 Varick Street","","","http://brandnewschool.com/","","10013"
"studio_277","London","base.uk","mailbox@brandtanim.co.uk","","51.51219","2015-05-08","-0.13157","res_partner_industry.broadcast_media,res_partner_industry.design,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Brandt Animation ","","","75 Dean Street","","","http://www.brandtanim.co.uk","","W1D"
"studio_1634","Kansas City","base.us","Info@branitvfx.com","","39.09021","2015-05-08","-94.58647","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Branit FX ","","","1920 Wyandotte Street","","","http://www.branitfx.com","","64108"
"studio_731","Sevilla","base.es","info@bravogamestudios.com","","37.38313","2015-05-08","-5.97404","res_partner_industry.computer_games","res_partner_industry.med","True","","Bravo Game Studios ","","","Avenida de Eduardo Dato","","","http://www.bravogames.com/","","41005"
"studio_1405","Sochaczew","base.pl","Hello@breakthrufilms.co.uk","","52.25995","2015-05-08","20.28417","res_partner_industry.animation,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BreakThru Films ","","","15 Siewna","","","http://www.breakthrufilms.co.uk","","96-503"
"studio_421","Brisbane","base.au","hello@studiobreeder.com","","-27.4655","2015-05-08","153.0125","res_partner_industry.broadcast_media,res_partner_industry.design,res_partner_industry.entertainment","res_partner_industry.med","True","","BREEDER ","","","22 Petrie Terrace","","","http://www.studiobreeder.com","","4000"
"studio_1211","Eislingen/Fils","base.de","info@breitbild-vfx.com","","48.69298","2015-05-08","9.6909","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Breitbild Visual Effects ","","","14 Fohrenweg","","","http://www.breitbild-vfx.com","","73054"
"studio_1052","Boston","base.us","jenn@brewhousevfx.com","","42.34871","2015-05-08","-71.07228","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","BrewHouseVFX ","","","142 Berkeley Street","","","http://www.brewhousevfx.com","","02116"
"studio_681","Boston","base.us","info@brickyardvfx.com","","42.34853","2015-05-08","-71.08745","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Brickyard VFX ","","","353 Newbury Street","","","http://www.brickyardvfx.com","","02115"
"studio_442","Madrid","base.es","hi@brik.tv","","40.39611","2015-05-08","-3.69285","res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Brik Studio ","","","Calle Batalla de Belchite","","","http://brik.tv","","28045"
"studio_1057","Stockholm","base.se","brett@brokendoll.com","","59.31658","2015-05-08","18.07275","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Brokendoll Produktion ","","","33 Hogbergsgatan","","","http://www.brokendoll.com","","11620"
"studio_957","Burnaby","base.ca","","","49.21975","2015-05-08","-122.98463","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Bron Studio ","","","5542 Short Street","","","http://www.bronstudios.com","","V5J 1L9"
"studio_910","Sofia","base.bg","office@bubustudio.com","","42.67809","2015-05-08","23.29944","res_partner_industry.broadcast_media,res_partner_industry.computer_hardware,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Bubu Studio ","","","bulevard ""Bulgaria""","","","http://bubustudio.com","","1408"
"studio_1513","New York","base.us","info@buck.tv","","40.72044","2015-05-08","-73.99822","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Buck ","","","247 Centre Street","","","http://buck.tv","","10013"
"studio_4","Paris","base.fr","","","48.89733","2015-05-08","2.33077","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Buf ","","","143 Boulevard Ney","","","http://www.buf.com/","","75018"
"studio_255","Paris","base.fr","","","48.87328","2015-05-08","2.32018","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_software,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Buf Compagnie ","","","3 Rue Roquepine","","","http://www.buf.com/","","75008"
"studio_1107","Bergen","base.no","dave@bug.no","","60.39289","2015-05-08","5.32663","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Bug ","","","3 Småstrandgaten","","","http://www.bug.no","","5014"
"studio_359","Toronto","base.ca","contact@bullseye.tv","","43.63903","2015-05-08","-79.4207","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Bullseye ","","","99 Atlantic Avenue","","","http://www.bullseye.tv","","M6K 3J8"
"studio_1838","Baltimore","base.us","info@bullyentertainment.com","","39.27612","2015-05-08","-76.61276","res_partner_industry.broadcast_media,res_partner_industry.entertainment","res_partner_industry.med","True","","Bully Entertainment ","","","1121 Marshall Street","","","http://www.bullyentertainment.com","","21230"
"studio_1242","Bellevue","base.us","careers@bungie.com","","47.61544","2015-05-08","-122.19793","res_partner_industry.computer_games","res_partner_industry.med","True","","Bungie ","","","550 106th Avenue Northeast","","","http://www.bungie.net/","","98004"
"studio_1782","Castel Mella","base.it","burnhead@burnhead.net","","45.49288","2015-05-08","10.1484","res_partner_industry.design","res_partner_industry.med","True","","BurnHead studio ","","","16 Via Cardinale Bevilacqua","","","http://www.burnhead.net","","25030"
"studio_445","München","base.de","info@buerobewegt.de","","48.12031","2015-05-08","11.57132","res_partner_industry.broadcast_media,res_partner_industry.entertainment","res_partner_industry.med","True","","büro bewegt ","","","9 Schyrenstraße","","","http://www.buerobewegt.com","","81543"
"studio_523","Brentwood","base.uk","","","51.63172","2015-05-08","0.33244","res_partner_industry.animation,res_partner_industry.broadcast_media,res_partner_industry.computer_software,res_partner_industry.motion_pictures_and_film","res_partner_industry.med","True","","Burrows Nvisage ","","","5 Rayleigh Road","","","http://www.burrows.info","","CM13"
"studio_629","Bordeaux","base.fr","david.jarnage@busterlilo.com","","44.85409","2015-05-08","-0.57027","res_partner_industry.broadcast_media,res_partner_industry.design","res_partner_industry.med","True","","Busterlilo ","","","51 Rue Pomme d'Or","","","http://www.busterlilo.com","","33300"
"studio_1085","Tourcoing","base.fr","info@bstudio.fr","","50.7006","2015-05-08","3.15729","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Butterfly Animation ","","","99 Boulevard Constantin Descat","","","http://www.butterfly-animation.com","","59200"
"studio_446","Valenciennes","base.fr","contact@byook.com","","50.36627","2015-05-08","3.52957","res_partner_industry.computer_games","res_partner_industry.med","True","","Byook ","","","360 Rue Marc Lefranc","","","http://www.byook.com/","","59300"
"studio_434","Ennsbach","base.at","office@c3d.at","","48.15099","2015-05-08","15.01024","res_partner_industry.broadcast_media","res_partner_industry.med","True","","C3D Visualizations ","","","11 Habich","","","http://www.c3d.at","","3376"
"studio_1137","Budapest","base.hu","cabbage@cabbage.hu","","47.52657","2015-05-08","19.03511","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Cabbage House ","","","25 Üromi utca","","","http://www.cabbagehouse.hu","","1023"
"studio_1126","Florianopolis","base.br","contato@cafundo.tv","","-27.60701","2015-05-08","-48.52476","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Cafundo Estúdio Criativo ","","","70 Rua Taquaras","","","http://www.cafundo.tv","","88040-582"
"studio_738","London","base.uk","hello@eatcake.tv","","51.52232","2015-05-08","-0.11303","res_partner_industry.broadcast_media","res_partner_industry.med","True","","Cake ","","","38 Mount Pleasant","","","http://www.eatcake.tv","","WC1X 0AN"
